Instances,50,100,200,500,1000
0,20995,46537,84317,207992,400811
1,15768,31064,56976,139258,273052
2,17539,35617,65363,162178,316372
3,14914,30468,54964,136031,263977
4,17556,35611,65385,162154,316415
5,14239,29017,51563,127278,245972
6,19676,39791,75678,189769,371246
7,13472,24228,47836,114616,228624
8,10354,20550,40575,98713,196050
9,28440,51656,101888,245144,488680
10,21338,43316,81658,203778,399170
11,14229,29001,51540,127239,245877
12,300031,611418,1086483,2681868,5182856
