Instances,50,100,200,500,1000
0,14721,22519,50302,118693,252480
1,14232,29013,51563,127276,245972
2,14239,29017,51563,127278,245972
3,16714,33968,61464,152031,295477
4,14238,29016,51563,127278,245972
5,14239,29017,51563,127278,245972
6,2401482,4902253,9904900,24712055,49525319
7,4569,8748,17274,42898,84656
8,11452,20824,41116,100076,198664
9,11540,20956,41288,99944,198780
10,14238,29016,51558,127278,245970
11,14238,29015,51562,127277,245972
12,14239,29017,51563,127278,245972
