Instances,50,100,200,500,1000
0,13767,21604,51359,124347,247350
1,13569,27380,48999,125404,249751
2,13570,27381,48892,125186,249409
3,16046,32332,58900,149770,299257
4,13570,27381,48869,125306,249486
5,13570,27381,49000,125404,249752
6,2401507,4902104,9904931,24712606,49525012
7,933,1672,3315,8271,16644
8,13330,24264,47904,119464,239682
9,13268,23930,47831,119214,239344
10,13566,27378,48996,125400,249750
11,13570,27381,49000,125404,249751
12,13570,27381,49000,125404,249752
