Instances,50,100,200,500,1000
0,19836,41049,78918,202841,418472
1,13214,27624,53514,138098,279824
2,15293,32291,62206,158877,324577
3,12691,27042,51707,132916,272157
4,15308,32284,62209,159060,324609
5,11793,25391,48106,123764,254777
6,17920,37000,72399,187312,379545
7,11948,22147,43417,119279,232145
8,15276,27478,60080,145888,277084
9,27261,49204,104200,263953,504878
10,19390,40686,79202,201662,409472
11,11784,25377,48087,123714,254682
12,248488,535012,1013639,2607828,5368399
