Instances,50,100,200,500,1000
0,20561,45504,80297,201378,405157
1,15065,29321,54414,138191,275159
2,16970,34181,62992,160186,319409
3,14346,28932,52700,133970,267457
4,16983,34177,62989,160311,319499
5,13570,27381,49000,125404,249752
6,19477,39395,74488,187186,372599
7,15196,28162,55175,137722,275572
8,2480,4452,8902,22174,44592
9,28668,51730,103431,257814,517644
10,21166,42678,80096,201600,402650
11,13566,27372,48978,125352,249630
12,285931,576941,1032473,2642373,5262502
